id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1343999550487408649,1343999550487408649,2020-12-29 22:17:17 Türkiye Standart Saati,2020-12-29,22:17:17,+0300,1116376072864641026,naciyekaplan13,Naciye Kaplan,,#asgariucret 👇👇  https://t.co/IVi494YYae,und,[],[],['https://pbs.twimg.com/media/EqbYd8WXEAAsZZu.jpg'],6,7,22,['asgariucret'],[],https://twitter.com/NaciyeKaplan13/status/1343999550487408649,False,,1,https://pbs.twimg.com/media/EqbYd8WXEAAsZZu.jpg,,,,,,,[],,,,
1343962582214959105,1343962582214959105,2020-12-29 19:50:23 Türkiye Standart Saati,2020-12-29,19:50:23,+0300,1249691032893227008,sahinalpbulent,Bülent Şahinalp,,"Son 1 yıl içerisinde, temel gıda ürünleri olan; -yumurta %76,  -domates %68,  -kuru soğan %38  -mercimek %67,  -ayçiçek yağı % 43  -et % 37,  -un ve ekmek ort. %25 zamlanırken, #asgariucret %21,5 artış ile 2.825,90 TL oldu.",tr,[],[],[],2,13,27,['asgariucret'],[],https://twitter.com/SahinalpBulent/status/1343962582214959105,False,,0,,,,,,,,[],,,,
1343928518200205314,1343928518200205314,2020-12-29 17:35:02 Türkiye Standart Saati,2020-12-29,17:35:02,+0300,2251578288,rehber_gazetesi,Rehber Gazetesi,,30.12.2020 Manşetimiz... #AylinSözer #asgariucret #VETO #çinaşısı #IrkçıSedaAkgül #2020yeBirSözBırak @btmnbld @batmanvaliligi @ZehraZumrutS @suleymansoylu @hcemal571 @haksiad72  https://t.co/0PBGPKDgRl,tr,"[{'screen_name': 'btmnbld', 'name': 'batman belediyesi', 'id': '558439047'}, {'screen_name': 'batmanvaliligi', 'name': 'batman valiliği', 'id': '313190388'}, {'screen_name': 'zehrazumruts', 'name': 'zehra zümrüt selçuk', 'id': '1016593091480948736'}, {'screen_name': 'suleymansoylu', 'name': 'süleyman soylu | maske😷 mesafe↔️ temizlik🧼', 'id': '18971997'}, {'screen_name': 'hcemal571', 'name': 'cemal  çetiz', 'id': '1606696388'}, {'screen_name': 'haksiad72', 'name': 'haksi̇ad batman', 'id': '909694652923641856'}]",[],['https://pbs.twimg.com/media/EqaXhmmWMAQ9wjK.jpg'],3,26,46,"['aylinsözer', 'asgariucret', 'veto', 'çinaşısı', 'irkçısedaakgül', '2020yebirsözbırak']",[],https://twitter.com/Rehber_Gazetesi/status/1343928518200205314,False,,1,https://pbs.twimg.com/media/EqaXhmmWMAQ9wjK.jpg,,,,,,,[],,,,
1343910287066468353,1343910287066468353,2020-12-29 16:22:35 Türkiye Standart Saati,2020-12-29,16:22:35,+0300,1055736250974515200,skara_5734,Selahattin Kara,,"Almanya da en düşük ücret yaklaşık 1500 €, saat ücreti 9,35€. Yani bir Alman vatandaşı asgari ücretle 1500 şişe litrelik yağ alabilirken, Türkiye'de asgari ücret 2825 lira oldu. Biz burda o parayla ancak 190 şişe litrelik yağ alabiliyoruz,   #asgariucret #yağ",tr,[],[],[],0,19,28,"['asgariucret', 'yağ']",[],https://twitter.com/Skara_5734/status/1343910287066468353,False,,0,,,,,,,,[],,,,
1343903949993213952,1343903949993213952,2020-12-29 15:57:24 Türkiye Standart Saati,2020-12-29,15:57:24,+0300,1258201709060423680,medyasmehmet,Mehmet Sağlam - Sakarya Medyası,, https://t.co/VDiyO0nAZx #2021asgariücret #asgariucret #asgariucret2021 #AsgariUEcret2825TL #btp #hüseyinbaşhaberleri #btphaberleri #mem #milliekonomimodeli #haydarbaş #ekonomimasalıbitti  https://t.co/cPe4oJYatz,und,[],['https://haberturkce.com/bu-modelle-asgari-ucreti-patron-degil-devlet-verecek-H1901155.htm'],['https://pbs.twimg.com/media/EqaAq5JXMAEDrXE.jpg'],1,12,33,"['2021asgariücret', 'asgariucret', 'asgariucret2021', 'asgariuecret2825tl', 'btp', 'hüseyinbaşhaberleri', 'btphaberleri', 'mem', 'milliekonomimodeli', 'haydarbaş', 'ekonomimasalıbitti']",[],https://twitter.com/MedyasMehmet/status/1343903949993213952,False,,1,https://pbs.twimg.com/media/EqaAq5JXMAEDrXE.jpg,,,,,,,[],,,,
1343890288763396096,1343890288763396096,2020-12-29 15:03:07 Türkiye Standart Saati,2020-12-29,15:03:07,+0300,1013829169296433152,ille_vatan1919,L a t i f e 🇹🇷☀️🇹🇷 H a t u n,,Ben anladım... Bunlar bizim gelmişimizi geçmişimizi silecekler... Yani eğer biz onları silmezsek...  Tabi ki Tarihten....!!!!  #asgariucret,tr,[],[],[],7,8,119,['asgariucret'],[],https://twitter.com/ille_vatan1919/status/1343890288763396096,False,,0,,,,,,,,[],,,,
1343889114454761472,1343889114454761472,2020-12-29 14:58:27 Türkiye Standart Saati,2020-12-29,14:58:27,+0300,3878831483,hergelepostasi,Hergele Postası #2,,"Yeni bütçeye göre, Cumhurbaşkanlığı her 22 saniyede bir asgari ücret, Diyanet İşleri Başkanlığı ise 7 saniyede bir asgari ücret harcayacak.   Dün çayy ocağında çalışan 4 çocuk babası yurttaş, kendini asarak yaşamını sonlandırmıştı.  #asgariucret  #Gecinemiyoruz  https://t.co/rS7VV7r1YV",tr,[],[],"['https://pbs.twimg.com/media/EqZ0BlBXMAIrHdy.jpg', 'https://pbs.twimg.com/media/EqZ0BvDXAAAB0yh.jpg']",6,106,348,"['asgariucret', 'gecinemiyoruz']",[],https://twitter.com/HergelePostasi/status/1343889114454761472,False,,1,https://pbs.twimg.com/media/EqZ0BlBXMAIrHdy.jpg,,,,,,,[],,,,
1343869191271673856,1343869191271673856,2020-12-29 13:39:17 Türkiye Standart Saati,2020-12-29,13:39:17,+0300,875800815688134656,ozge_erdinc,Özge Nur Erdinç,,2020 asgari ücret : 386 dolar  2021 asgari ücret : 376 dolar  Ama öyle demeyin zam geldi. #asgariucret  (Not:Dolarla maaş almıyorum soracak olanlara belirteyim),tr,[],[],[],4,8,35,['asgariucret'],[],https://twitter.com/ozge_erdinc/status/1343869191271673856,False,,0,,,,,,,,[],,,,
1343863367715454976,1343863367715454976,2020-12-29 13:16:09 Türkiye Standart Saati,2020-12-29,13:16:09,+0300,1588653942,adbaanalytics,Adba Analytics,,"Twitter'da #dünneoldu en çok konuşulan konular; 1. #BirMilyonİşsizÖğretmen 2. #SağlıkçıYokSayılamaz 3. #asgariucret 4. #UygurlarİadeEdilemez 5. #AlNaz  #EceYaşar, #ÜnalKaraman, #CihangirCeyhan, #SözleşmeliyeKadroMüjdesi, #DilanÇiçekDeniz  @tnrolmez @eceysr @ceyhangir @dilandeniiz  https://t.co/EQl0JvEzEF",tr,"[{'screen_name': 'tnrolmez', 'name': 'taner ölmez', 'id': '356520954'}, {'screen_name': 'eceysr', 'name': 'ece yaşar', 'id': '110258960'}, {'screen_name': 'ceyhangir', 'name': 'cihangir ceyhan', 'id': '3400596706'}, {'screen_name': 'dilandeniiz', 'name': 'dilan çiçek deniz', 'id': '176810504'}]",[],['https://pbs.twimg.com/media/EqZbpRlXIAI_9tM.jpg'],60,60,194,"['dünneoldu', 'birmilyoni̇şsizöğretmen', 'sağlıkçıyoksayılamaz', 'asgariucret', 'uygurlari̇adeedilemez', 'alnaz', 'eceyaşar', 'ünalkaraman', 'cihangirceyhan', 'sözleşmeliyekadromüjdesi', 'dilançiçekdeniz']",[],https://twitter.com/adbaanalytics/status/1343863367715454976,False,,1,https://pbs.twimg.com/media/EqZbpRlXIAI_9tM.jpg,,,,,,,[],,,,
1343858324824059904,1343858324824059904,2020-12-29 12:56:06 Türkiye Standart Saati,2020-12-29,12:56:06,+0300,1321057505678708736,denizorhan0,Deniz 🌊🤩,,"""Eğer bir gün duyarsanız, Tayyip Erdoğan çok zengin olmuş, bilin ki haram yemişimdir""  #Anonymous #SALI #AsgariUEcret3100TL #asgariucret  https://t.co/bSbkubWYZh",tr,[],[],"['https://pbs.twimg.com/media/EqZYBOuXYAMmXu4.jpg', 'https://pbs.twimg.com/media/EqZYBihXAAE0P2u.jpg']",7,16,55,"['anonymous', 'sali', 'asgariuecret3100tl', 'asgariucret']",[],https://twitter.com/DenizOrhan0/status/1343858324824059904,False,,1,https://pbs.twimg.com/media/EqZYBOuXYAMmXu4.jpg,,,,,,,[],,,,
1343847662781689856,1343847662781689856,2020-12-29 12:13:44 Türkiye Standart Saati,2020-12-29,12:13:44,+0300,1010923764337520641,asumersoy,Asu,,#asgariücret ... İşçiyi geçim sıkıntısına hapseden #asgariücret  işçinin çocuğunda işçi olsun diye #asgariücret  işçi borca batsın diye #asgariücret  işçi insan gibi yaşayamasın diye #asgariücret  işçi doymasın diye #asgariucret  #Millet3100Cumhur2825  https://t.co/Lm2OlbzQiK,tr,[],[],['https://pbs.twimg.com/media/EqZOU3_WMAAigtL.jpg'],1,22,63,"['asgariücret', 'asgariücret', 'asgariücret', 'asgariücret', 'asgariücret', 'asgariucret', 'millet3100cumhur2825']",[],https://twitter.com/Asumersoy/status/1343847662781689856,False,,1,https://pbs.twimg.com/media/EqZOU3_WMAAigtL.jpg,,,,,,,[],,,,
1343836928207163392,1343836928207163392,2020-12-29 11:31:05 Türkiye Standart Saati,2020-12-29,11:31:05,+0300,431500119,_deniz_poyraz86,sosyalist hatun,,Günaydın Can yoldaşlarım ✊ Atatürk'ün çocukları 🇹🇷 #Asgariucret 2825.90 TL Tırmalıyanlarim #kuruekmek degil Nutellalı günler yakindir Güzel günler göreceğiz SİZLERİ SARAYLARDA yaşatacğım🤭BALKONDAN konuşucaksıniz😂GÜNEŞLİ günler göreceğiz ÇOCUKLAR RANGE ROVER LARI MAVİLİKLERE 🚀,tr,[],[],[],27,33,187,"['asgariucret', 'kuruekmek']",[],https://twitter.com/_Deniz_Poyraz86/status/1343836928207163392,False,,0,,,,,,,,[],,,,
1343836578087624704,1343836578087624704,2020-12-29 11:29:42 Türkiye Standart Saati,2020-12-29,11:29:42,+0300,1271861899802656769,ceydeaktan,Ceyda💞,,"#90Kuruşla Bir avuç çekirdek alıp, olup biteni izlemekten başka bir şey yapamayız diye düşünüyorum... 😂😂😂😁 @nihatsirdar  #salı #asgariucret  https://t.co/tZqs3NqKF2",tr,"[{'screen_name': 'nihatsirdar', 'name': 'nihat sırdar', 'id': '72260294'}]",[],['https://pbs.twimg.com/media/EqZEPvJXcAAI9BM.jpg'],2,3,14,"['90kuruşla', 'salı', 'asgariucret']",[],https://twitter.com/CeydeAktan/status/1343836578087624704,False,,1,https://pbs.twimg.com/media/EqZEPvJXcAAI9BM.jpg,,,,,,,[],,,,
1343813839192813568,1343813839192813568,2020-12-29 09:59:20 Türkiye Standart Saati,2020-12-29,09:59:20,+0300,1102100065563353088,ahmetarasbodrum,Ahmet Aras,,2021 yılından itibaren Bodrum Belediyesi ve bağlı şirketleri bünyesinde çalışan mesai arkadaşlarım için asgari ücret net 3100 TL olacaktır.  Bodrum için özveriyle emek veren mesai arkadaşlarıma hayırlı olsun. #AsgariÜcret3100TL #asgariucret  https://t.co/qdkaQuASli,tr,[],[],['https://pbs.twimg.com/media/EqYvjxpXcAAsRie.jpg'],19,46,648,"['asgariücret3100tl', 'asgariucret']",[],https://twitter.com/ahmetarasbodrum/status/1343813839192813568,False,,1,https://pbs.twimg.com/media/EqYvjxpXcAAsRie.jpg,,,,,,,[],,,,
1343799702337310721,1343799702337310721,2020-12-29 09:03:10 Türkiye Standart Saati,2020-12-29,09:03:10,+0300,1335509056329539584,arwensiriuss,arwensirius ✨,,"Sabah sabah  bakıyorum zihni yine fullemişsiniz. Uçanlar,kaçalar,zıplayanlar,aşıklar.. maşşallahınız var Sizinle #günaydınlaşmamak elde değil :))  İnşallaha takılı kalmasın bütün işleriniz  Hayırlısıyla  G Ü N A Y D I N #salı #asgariucret #HayirliSabahlar",tr,[],[],[],1,4,40,"['günaydınlaşmamak', 'salı', 'asgariucret', 'hayirlisabahlar']",[],https://twitter.com/arwensiriuss/status/1343799702337310721,False,,0,,,,,,,,[],,,,
1343792598373294081,1343792594749452288,2020-12-29 08:34:56 Türkiye Standart Saati,2020-12-29,08:34:56,+0300,1185564748231913472,sarpkayadr,SARP 🇹🇷,,Video Düzenleme : Akif Tanrıkulu Video Alıntı : #via Ankara Hasanoğlan Köy Enstitüsü YouTube kanalı  #MilletBıktı #AsgariUEcret3100TL  #asgariucret #asgariucret2021  #GaziMustafaKemalATATÜRK  #ÇanakkaleGeçilmez,tr,[],[],[],1,6,22,"['via', 'milletbıktı', 'asgariuecret3100tl', 'asgariucret', 'asgariucret2021', 'gazimustafakemalatatürk', 'çanakkalegeçilmez']",[],https://twitter.com/SarpKayaDr/status/1343792598373294081,False,,0,,,,,,,,[],,,,
1343786795675361283,1343786795675361283,2020-12-29 08:11:53 Türkiye Standart Saati,2020-12-29,08:11:53,+0300,982518528988282880,ulkubilal,Bilal eyt10yılyş,,Bir Başkadır Benim Türkiyem 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷  GÜNAYDINLAR  HAYIRLI  GÜNLERİMİZ OLSUN  Herşey gönlünüzce olsun  Hakkımızın en kıza zamanda alabilmek dileyiyle  HERKESE SAGLIKLI  MUTLU GÜNLER DİLERİM🙏  #asgariucret #EmeklilikteYaşaTakılanlar,tr,[],[],[],8,32,70,"['asgariucret', 'emeklilikteyaşatakılanlar']",[],https://twitter.com/UlkuBilal/status/1343786795675361283,False,,0,,,,,,,,[],,,,
1343710992925151233,1343710992925151233,2020-12-29 03:10:40 Türkiye Standart Saati,2020-12-29,03:10:40,+0300,1100473923110621184,yandasfilozof,Yandaş Filozof,,İzmir          3.500 tl Eskişehir   3.350 tl Ankara       3.100 tl İstanbul     3.100 tl Mersin       3.300 tl Adana        3.100 tl Edirne        3.200 tl Bursa         2.825 tl  ilk seçimde yine akepeye oy ver BURSA ! ANLADIĞINIZ DİLDEN  #asgariucret #salı #UygurlarİadeEdilemez,tr,[],[],[],4,12,44,"['asgariucret', 'salı', 'uygurlari̇adeedilemez']",[],https://twitter.com/YandasFilozof/status/1343710992925151233,False,,0,,,,,,,,[],,,,
1343689145080799235,1343689145080799235,2020-12-29 01:43:51 Türkiye Standart Saati,2020-12-29,01:43:51,+0300,869168781532311552,pacaselahattin,Selahattin PAÇA,,"Dün memurunun maaşını ödeyemeyen hükümetin temsilcileri, bugün mevcut hükümete asgari ücret üzerinden nasihat veriyor... Üstelik partinin genel başkanı dönemin SGK başkanı.  #AsgariUcret #AsgariUcret3100TL",tr,[],[],[],4,125,138,"['asgariucret', 'asgariucret3100tl']",[],https://twitter.com/PacaSelahattin/status/1343689145080799235,False,https://twitter.com/herkesicinCHP/status/1343654781513060353,0,,,,,,,,[],,,,
1343679649537208320,1343679649537208320,2020-12-29 01:06:07 Türkiye Standart Saati,2020-12-29,01:06:07,+0300,4409222427,kenan12_erol,Erol,,Asgari ucret Bekarlar icin : 2.825 TL Evli icin : 2.879 TL Aradaki fark 54 TL icin evlenmeye degmez... Hayatinizi karartmayin 😉  #asgariucret,tr,[],[],[],5,25,89,['asgariucret'],[],https://twitter.com/kenan12_erol/status/1343679649537208320,False,,0,,,,,,,,[],,,,
1343677220095713287,1343677220095713287,2020-12-29 00:56:28 Türkiye Standart Saati,2020-12-29,00:56:28,+0300,311972530,senkimsinya__rt,🇹🇷Emine ÇELİK🇹🇷,,Çalmayı bilmiyor ama Önceki dönem Ak Parti'nin icraatlerine Çökmeyi iyi biliyormuş:))  #asgariucret #Asgariucret2825 #Millet3100Cumhur2825  https://t.co/usRKoPg0qs,tr,[],[],[],8,17,77,"['asgariucret', 'asgariucret2825', 'millet3100cumhur2825']",[],https://twitter.com/senkimsinya__rt/status/1343677220095713287,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1343677194430771205/pu/img/_iUGiF8D8-pZ979F.jpg,,,,,,,[],,,,
1343677071336341505,1343677071336341505,2020-12-29 00:55:52 Türkiye Standart Saati,2020-12-29,00:55:52,+0300,1936578558,hsynsaydam,Hüseyin Saydam,,Dökme suyla değirmen dönmüyor. #asgariucret li kendi hakkını kendisi korumalı.,tr,[],[],[],1,9,53,['asgariucret'],[],https://twitter.com/hsynsaydam/status/1343677071336341505,False,https://twitter.com/ErbakanVideosu/status/1343598495308144640,0,,,,,,,,[],,,,
1343663585222914048,1343663585222914048,2020-12-29 00:02:17 Türkiye Standart Saati,2020-12-29,00:02:17,+0300,2263119828,ucck___prnnn___,Pervin,,Taktığı 3.500 liralık türban ile asgari ücreti açıkladı ..2.825 dedi ..  #asgariucret   Ne mi diycem ? İyi geceler Vicdan ❗  https://t.co/RvAej7wdHE,tr,[],[],['https://pbs.twimg.com/media/EqWm6M4XYAMVkyp.jpg'],51,217,1017,['asgariucret'],[],https://twitter.com/ucck___prnnn___/status/1343663585222914048,False,,1,https://pbs.twimg.com/media/EqWm6M4XYAMVkyp.jpg,,,,,,,[],,,,
1343659222588907520,1343659222588907520,2020-12-28 23:44:57 Türkiye Standart Saati,2020-12-28,23:44:57,+0300,2320407597,16vettugay,İ.Tugay Ateş 🐾,,İzmir           3.500 tl Eskişehir    3.350 tl Ankara       3.100 tl İstanbul     3.100 tl Mersin       3.300 tl Adana        3.100 tl Edirne        3.200 tl Bursa         2.825 tl  Bundan sonra karar senin BURSA !!!  #asgariucret #Millet3100Cumhur2825,tr,[],[],[],9,74,307,"['asgariucret', 'millet3100cumhur2825']",[],https://twitter.com/16vettugay/status/1343659222588907520,False,,0,,,,,,,,[],,,,
1343658728776728579,1343654781513060353,2020-12-28 23:42:59 Türkiye Standart Saati,2020-12-28,23:42:59,+0300,1207613483858219008,erciyesyeni,ASLAN ERCİYES 🇹🇷,,@Esra__Ca @herkesicinCHP Beyler Ülke yönetiyoruz Ülke !  Millet yönetiyoruz Millet !2011 bütçe görüşmesi ve Müdüre 10 yildir Anlatiyor @RTErdogan Algi ve yalandan başka bir şey yok! Bu Chp  de #asgariucret de Algiya devam..👇😂  https://t.co/l9uxzd8b6p,tr,"[{'screen_name': 'rterdogan', 'name': 'recep tayyip erdoğan', 'id': '68034431'}]",[],[],1,6,16,['asgariucret'],[],https://twitter.com/ErciyesYeni/status/1343658728776728579,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1343658637840019461/pu/img/795m1ACN_ku6SIVw.jpg,,,,,,,"[{'screen_name': 'herkesicinCHP', 'name': 'CHP 🇹🇷', 'id': '255515879'}]",,,,
1343657928876826636,1343654781513060353,2020-12-28 23:39:48 Türkiye Standart Saati,2020-12-28,23:39:48,+0300,1207613483858219008,erciyesyeni,ASLAN ERCİYES 🇹🇷,,@Esra__Ca @herkesicinCHP CHP liler Akpartili belediyelerde asgari ücret zaten3.100 üstünde mesela Kayseri büyükşehir belediyesinde en düşük maaş 3.300 liraydi şimdide 3.500 oldu bilin diye yazdım. #asgariucret  #BizBuradaOldukça #Millet3100Cumhur2825 😂👇  https://t.co/65PjpkogWu,tr,[],[],['https://pbs.twimg.com/media/EqWhw8pXEAI3gLg.jpg'],2,16,36,"['asgariucret', 'bizburadaoldukça', 'millet3100cumhur2825']",[],https://twitter.com/ErciyesYeni/status/1343657928876826636,False,,1,https://pbs.twimg.com/media/EqWhw8pXEAI3gLg.jpg,,,,,,,"[{'screen_name': 'herkesicinCHP', 'name': 'CHP 🇹🇷', 'id': '255515879'}]",,,,
1343657693072994305,1343657693072994305,2020-12-28 23:38:52 Türkiye Standart Saati,2020-12-28,23:38:52,+0300,163773233,pallaskedisi35,Hülya YANARDAĞ BULUT,,"HERKES BİLİYOR!! (Everybody Knows) Zarların hileli olduğunu.. Parmaklarını çapraz yapar yuvarlarken herkes biliyor İyi adamların kaybettiğini! herkes biliyor, dövüşün hileli olduğunu! fakirler fakir kalır, zenginler zenginleşir hep böyle gider herkes biliyor COHEN  #asgariucret",tr,[],[],[],2,4,19,['asgariucret'],[],https://twitter.com/PallasKedisi35/status/1343657693072994305,False,,0,,,,,,,,[],,,,
1343655793904791561,1343655793904791561,2020-12-28 23:31:19 Türkiye Standart Saati,2020-12-28,23:31:19,+0300,1128292074917433344,halkinmedyasitr,Halkın Medyası,,1 Ocak 2021 itibariyle yeni maaşlar;  Cumhurbaşkanı            : 88.000 ₺ Emekli Cumhurbaşkanı: 35.200 ₺ Emekli Başbakanlar      : 26.400 ₺ Emekli Milletvekilleri    : 15.210 ₺ Asgari ücret                 :   2.825 ₺  #asgariucret,tr,[],[],[],2,16,36,['asgariucret'],[],https://twitter.com/halkinmedyasitr/status/1343655793904791561,False,,0,,,,,,,,[],,,,
1343651824071565317,1343651824071565317,2020-12-28 23:15:33 Türkiye Standart Saati,2020-12-28,23:15:33,+0300,770556029222486016,medya_muhtari,Medya Muhtarı 🇹🇷,,"Belirlenen #asgariucret'in her ay devletin ödediğini sanan Chp'liler var!  Az için lan az, adı üstünde asgari ücret, (daha az veremezsin demek)  3100 yada daha fazlasını vermenizi hükümet yasakladı sanki!  Verin abi, 5 bin lira alkışlayalım!",tr,[],[],[],18,114,595,['asgariucret'],[],https://twitter.com/Medya_Muhtari/status/1343651824071565317,False,,0,,,,,,,,[],,,,
1343647766824824836,1343647766824824836,2020-12-28 22:59:26 Türkiye Standart Saati,2020-12-28,22:59:26,+0300,217381772,ys_turkoglu,Selçuk Türkoğlu,,Gülhane parkındayız her şeyin farkındayız.... #Güreş #ErişimYasağı #Sahte #Banka #Liyakat #Diploma #Birkaçmaaş #asgariucret @iyipartibursail @iyiparti,tr,"[{'screen_name': 'iyipartibursail', 'name': 'i̇yi̇ parti bursa i̇l başkanlığı', 'id': '923266136925523968'}, {'screen_name': 'iyiparti', 'name': 'i̇yi̇ parti', 'id': '902503200728731649'}]",[],[],1,23,165,"['güreş', 'erişimyasağı', 'sahte', 'banka', 'liyakat', 'diploma', 'birkaçmaaş', 'asgariucret']",[],https://twitter.com/YS_Turkoglu/status/1343647766824824836,False,,0,,,,,,,,[],,,,
1343647402524344321,1343647402524344321,2020-12-28 22:57:59 Türkiye Standart Saati,2020-12-28,22:57:59,+0300,1117451995,btp_parti,Bağımsız Türkiye Partisi,,Genel Başkanımız Sayın Av. Hüseyin Baş: Bize lazım olan asgari geçim koşullarını sağlayacak bir asgari ücret ve azami cesaret. #asgariucret  #varbihayalimiz  @AvHuseyinBas  Videonun devamı için:  https://t.co/A4Dqsu1yVk  https://t.co/G3N88VjE4e,tr,"[{'screen_name': 'avhuseyinbas', 'name': 'hüseyin baş', 'id': '2994395417'}]",['https://youtu.be/4G9eVGMsEYQ'],[],70,783,1211,"['asgariucret', 'varbihayalimiz']",[],https://twitter.com/BTP_Parti/status/1343647402524344321,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1343646449108713472/pu/img/8LK5V9v5rHhJ_igd.jpg,,,,,,,[],,,,
1343643124632084480,1343643124632084480,2020-12-28 22:40:59 Türkiye Standart Saati,2020-12-28,22:40:59,+0300,1216711781730615297,baydursoner,Soner Baydur,,"Kısa çöp uzun çöpten hakkını alır elbette... Direnmekle, mücadeleyle,kurtulmakla..  Elbet Birgün  #asgariucret  #Millet3100Cumhur2825  https://t.co/Ql73E9hj7f",tr,[],[],['https://pbs.twimg.com/media/EqWUTGWXEAEFeV1.jpg'],6,19,67,"['asgariucret', 'millet3100cumhur2825']",[],https://twitter.com/BaydurSoner/status/1343643124632084480,False,,1,https://pbs.twimg.com/media/EqWUTGWXEAEFeV1.jpg,,,,,,,[],,,,
1343641398726320130,1343641398726320130,2020-12-28 22:34:07 Türkiye Standart Saati,2020-12-28,22:34:07,+0300,756447368145432576,erdinccaktas,Erdinç Aktaş,,Bu adamın yatacak yeri yok!  Bir yüzük ile başlayan hikâyede saraylara sığmayan zihniyet..  #asgariucret  https://t.co/Yr8y9m2ADF,tr,[],[],[],2,62,205,['asgariucret'],[],https://twitter.com/Erdinccaktas/status/1343641398726320130,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1343640641088196611/pu/img/KI1PR3uQ0LiYf_fk.jpg,,,,,,,[],,,,
1343632322160185346,1343632322160185346,2020-12-28 21:58:03 Türkiye Standart Saati,2020-12-28,21:58:03,+0300,97330462,kainatanot,Pİ π☀,,"Bir yanda yoksulluk sınırı altında yaşayan milyonlar, bir yanda kolunda, parmağında milyonluk takılarla gezenler. İnsanların yüzüne bakarken hiç utanmıyor musunuz.  #asgariucret  #Millet3100Cumhur2825",tr,[],[],[],3,7,24,"['asgariucret', 'millet3100cumhur2825']",[],https://twitter.com/kainatanot/status/1343632322160185346,False,,0,,,,,,,,[],,,,
1343631997558779904,1343631997558779904,2020-12-28 21:56:46 Türkiye Standart Saati,2020-12-28,21:56:46,+0300,1053688533431607298,nurozkan35,𝐍𝐮𝐫 𝐝𝐢𝐲𝐨𝐫 𝐤𝐢,,sahte rakamlarla size uşaklık eden tuik i degil Yaşam mücadelesi veren milyonları dinleyecektiniz Hiç bir işiniz doğru düzgün değil  #asgariucret    https://t.co/q4rc3HcEmB,tr,[],[],[],2,24,41,['asgariucret'],[],https://twitter.com/NurOzkan35/status/1343631997558779904,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1343563983849193477/pu/img/QpWVKezjFn9a8g2x.jpg,,,,,,,[],,,,
1343631674706452480,1343631674706452480,2020-12-28 21:55:29 Türkiye Standart Saati,2020-12-28,21:55:29,+0300,1072010022266249216,fatih35cemre,fatih 35 fatih,,#Millet3100Cumhur2825 diyor Biz #asgariucret değil insanca yaşamak diyoruz  Siz sürünmeye devam diyorsunuz Bizde #SandıktaGörüşürüz diyoruz.!  https://t.co/6KTgBjtKgi,tr,[],[],['https://pbs.twimg.com/media/EqWJ4w5XcAANbHw.jpg'],11,61,130,"['millet3100cumhur2825', 'asgariucret', 'sandıktagörüşürüz']",[],https://twitter.com/fatih35Cemre/status/1343631674706452480,False,,1,https://pbs.twimg.com/media/EqWJ4w5XcAANbHw.jpg,,,,,,,[],,,,
1343629403876691970,1343629403876691970,2020-12-28 21:46:27 Türkiye Standart Saati,2020-12-28,21:46:27,+0300,982518528988282880,ulkubilal,Bilal eyt10yılyş,,"2825 lira 90 kuruş #asgariucret e layık görülen insanlar  25 bin lira maaş alanı savunup,80 bin lira maaş alan insana Allah razı olsun diyor  Jonathan Swift ""açlık ile gurur, hiçbir zaman bağdaşamaz""der  #EmeklilikteYaşaTakılanlar",tr,[],[],[],1,26,42,"['asgariucret', 'emeklilikteyaşatakılanlar']",[],https://twitter.com/UlkuBilal/status/1343629403876691970,False,,0,,,,,,,,[],,,,
1343629081116631040,1343629081116631040,2020-12-28 21:45:11 Türkiye Standart Saati,2020-12-28,21:45:11,+0300,948222397,ikbl0571,MUHAMMED İKBAL 🇹🇷🇦🇿,,"Tahtımı Tacımı veririm, fakat devletime sığınan mazlumları asla düşmana vermem! Türkiye'ye umut kapısı gözüyle bakan kardeşlerimizi Çin'e teslim etmeyin!  #UygurTürkleriYalnızDeğildir  #ünileriçinkarar #asgariucret #oldumu  #ArmandaSaklı  #UygurlarİadeEdilemez #2020yeBirSözBırak  https://t.co/6nxrO4BUJm",tr,[],[],[],5,266,381,"['uygurtürkleriyalnızdeğildir', 'ünileriçinkarar', 'asgariucret', 'oldumu', 'armandasaklı', 'uygurlari̇adeedilemez', '2020yebirsözbırak']",[],https://twitter.com/ikbl0571/status/1343629081116631040,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1343628956415766529/pu/img/_693XXaa2o3QNVoA.jpg,,,,,,,[],,,,
